	study_name	sample_id	NCBI_accession	ftp_urls	url_counts
2483	CosteaPI_2017	donald1-11-7-0	ERR1728075	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728075/ERR1728075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728075/ERR1728075_2.fastq.gz	2
2484	CosteaPI_2017	donald1-11-7-0	ERR1728074	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728074/ERR1728074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728074/ERR1728074_2.fastq.gz	2
2485	CosteaPI_2017	donald1-11-7-0	ERR1728073	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1728073/ERR1728073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1728073/ERR1728073_2.fastq.gz	2
2486	CosteaPI_2017	donald2-11-0-0	ERR1728941	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1728941/ERR1728941.fastq.gz	1
2487	CosteaPI_2017	donald2-11-0-0	ERR1728940	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1728940/ERR1728940.fastq.gz	1
2488	CosteaPI_2017	donald2-11-0-0	ERR1728939	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1728939/ERR1728939.fastq.gz	1
2489	CosteaPI_2017	donald2-11-0-0	ERR1728938	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1728938/ERR1728938.fastq.gz	1
2490	CosteaPI_2017	donald2-11-30-0	ERR1728801	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1728801/ERR1728801.fastq.gz	1
2491	CosteaPI_2017	donald2-11-30-0	ERR1728800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1728800/ERR1728800.fastq.gz	1
2492	CosteaPI_2017	donald2-11-30-0	ERR1728799	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1728799/ERR1728799.fastq.gz	1
2493	CosteaPI_2017	donald2-11-30-0	ERR1728798	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1728798/ERR1728798.fastq.gz	1
2494	CosteaPI_2017	donald2-11-7-0	ERR1729271	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1729271/ERR1729271.fastq.gz	1
2495	CosteaPI_2017	donald2-11-7-0	ERR1729270	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1729270/ERR1729270.fastq.gz	1
2496	CosteaPI_2017	donald2-11-7-0	ERR1729269	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1729269/ERR1729269.fastq.gz	1
2497	CosteaPI_2017	donald2-11-7-0	ERR1729268	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1729268/ERR1729268.fastq.gz	1
2498	CosteaPI_2017	donald2-11-7-0	ERR1728149	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1728149/ERR1728149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1728149/ERR1728149_2.fastq.gz	2
2499	CosteaPI_2017	donald2-11-7-0	ERR1728148	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1728148/ERR1728148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1728148/ERR1728148_2.fastq.gz	2
2500	CosteaPI_2017	donald2-11-7-0	ERR1728147	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1728147/ERR1728147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1728147/ERR1728147_2.fastq.gz	2
2501	CosteaPI_2017	donald2-11-7-0	ERR1728146	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1728146/ERR1728146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1728146/ERR1728146_2.fastq.gz	2
2502	CosteaPI_2017	donald3-11-0-0	ERR1729065	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1729065/ERR1729065.fastq.gz	1
2503	CosteaPI_2017	donald3-11-0-0	ERR1729064	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1729064/ERR1729064.fastq.gz	1
2504	CosteaPI_2017	donald3-11-0-0	ERR1729063	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1729063/ERR1729063.fastq.gz	1
2505	CosteaPI_2017	donald3-11-0-0	ERR1729062	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1729062/ERR1729062.fastq.gz	1
2506	CosteaPI_2017	donald3-11-30-0	ERR1729240	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1729240/ERR1729240.fastq.gz	1
2507	CosteaPI_2017	donald3-11-30-0	ERR1729239	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1729239/ERR1729239.fastq.gz	1
2508	CosteaPI_2017	donald3-11-30-0	ERR1729238	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1729238/ERR1729238.fastq.gz	1
2509	CosteaPI_2017	donald3-11-30-0	ERR1729237	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1729237/ERR1729237.fastq.gz	1
2510	CosteaPI_2017	donald3-11-30-0	ERR1729236	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1729236/ERR1729236.fastq.gz	1
2511	CosteaPI_2017	donald3-11-30-0	ERR1728118	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1728118/ERR1728118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1728118/ERR1728118_2.fastq.gz	2
2512	CosteaPI_2017	donald3-11-30-0	ERR1728117	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1728117/ERR1728117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1728117/ERR1728117_2.fastq.gz	2
2513	CosteaPI_2017	donald3-11-30-0	ERR1728116	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1728116/ERR1728116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1728116/ERR1728116_2.fastq.gz	2
2514	CosteaPI_2017	donald3-11-30-0	ERR1728115	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728115/ERR1728115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728115/ERR1728115_2.fastq.gz	2
2515	CosteaPI_2017	donald3-11-30-0	ERR1728114	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728114/ERR1728114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728114/ERR1728114_2.fastq.gz	2
2516	CosteaPI_2017	donald3-11-7-0	ERR1729455	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1729455/ERR1729455.fastq.gz	1
2517	CosteaPI_2017	donald3-11-7-0	ERR1729454	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1729454/ERR1729454.fastq.gz	1
2518	CosteaPI_2017	donald3-11-7-0	ERR1729453	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1729453/ERR1729453.fastq.gz	1
2519	CosteaPI_2017	donald3-11-7-0	ERR1729452	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1729452/ERR1729452.fastq.gz	1
2520	CosteaPI_2017	donald3-11-7-0	ERR1728333	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1728333/ERR1728333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1728333/ERR1728333_2.fastq.gz	2
2521	CosteaPI_2017	donald3-11-7-0	ERR1728332	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1728332/ERR1728332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1728332/ERR1728332_2.fastq.gz	2
2522	CosteaPI_2017	donald3-11-7-0	ERR1728331	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1728331/ERR1728331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1728331/ERR1728331_2.fastq.gz	2
2523	CosteaPI_2017	donald3-11-7-0	ERR1728330	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1728330/ERR1728330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1728330/ERR1728330_2.fastq.gz	2
2524	CosteaPI_2017	donald4-11-0-0	ERR1728775	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728775/ERR1728775.fastq.gz	1
2525	CosteaPI_2017	donald4-11-0-0	ERR1728774	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728774/ERR1728774.fastq.gz	1
2526	CosteaPI_2017	donald4-11-0-0	ERR1728773	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1728773/ERR1728773.fastq.gz	1
2527	CosteaPI_2017	donald4-11-0-0	ERR1728772	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1728772/ERR1728772.fastq.gz	1
2528	CosteaPI_2017	donald4-11-30-0	ERR1729017	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1729017/ERR1729017.fastq.gz	1
2529	CosteaPI_2017	donald4-11-30-0	ERR1729016	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1729016/ERR1729016.fastq.gz	1
2530	CosteaPI_2017	donald4-11-30-0	ERR1729015	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1729015/ERR1729015.fastq.gz	1
2531	CosteaPI_2017	donald4-11-30-0	ERR1729014	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1729014/ERR1729014.fastq.gz	1
2532	CosteaPI_2017	donald4-11-7-0	ERR1729349	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1729349/ERR1729349.fastq.gz	1
2533	CosteaPI_2017	donald4-11-7-0	ERR1729348	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1729348/ERR1729348.fastq.gz	1
2534	CosteaPI_2017	donald4-11-7-0	ERR1729347	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1729347/ERR1729347.fastq.gz	1
2535	CosteaPI_2017	donald4-11-7-0	ERR1729346	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1729346/ERR1729346.fastq.gz	1
2536	CosteaPI_2017	donald4-11-7-0	ERR1728227	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1728227/ERR1728227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1728227/ERR1728227_2.fastq.gz	2
2537	CosteaPI_2017	donald4-11-7-0	ERR1728226	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1728226/ERR1728226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1728226/ERR1728226_2.fastq.gz	2
2538	CosteaPI_2017	donald4-11-7-0	ERR1728225	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728225/ERR1728225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728225/ERR1728225_2.fastq.gz	2
2539	CosteaPI_2017	donald4-11-7-0	ERR1728224	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728224/ERR1728224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728224/ERR1728224_2.fastq.gz	2
2540	CosteaPI_2017	donald5-11-0-0	ERR1728558	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1728558/ERR1728558.fastq.gz	1
2541	CosteaPI_2017	donald5-11-0-0	ERR1728557	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1728557/ERR1728557.fastq.gz	1
2542	CosteaPI_2017	donald5-11-0-0	ERR1728556	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1728556/ERR1728556.fastq.gz	1
2543	CosteaPI_2017	donald5-11-0-0	ERR1728555	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728555/ERR1728555.fastq.gz	1
2544	CosteaPI_2017	donald5-11-30-0	ERR1729447	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1729447/ERR1729447.fastq.gz	1
2545	CosteaPI_2017	donald5-11-30-0	ERR1729446	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1729446/ERR1729446.fastq.gz	1
2546	CosteaPI_2017	donald5-11-30-0	ERR1729445	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1729445/ERR1729445.fastq.gz	1
2547	CosteaPI_2017	donald5-11-30-0	ERR1729444	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1729444/ERR1729444.fastq.gz	1
2548	CosteaPI_2017	donald5-11-30-0	ERR1728325	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728325/ERR1728325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728325/ERR1728325_2.fastq.gz	2
2549	CosteaPI_2017	donald5-11-30-0	ERR1728324	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728324/ERR1728324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728324/ERR1728324_2.fastq.gz	2
2550	CosteaPI_2017	donald5-11-30-0	ERR1728323	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1728323/ERR1728323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1728323/ERR1728323_2.fastq.gz	2
2551	CosteaPI_2017	donald5-11-30-0	ERR1728322	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1728322/ERR1728322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1728322/ERR1728322_2.fastq.gz	2
2552	CosteaPI_2017	donald5-11-7-0	ERR1729498	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1729498/ERR1729498.fastq.gz	1
2553	CosteaPI_2017	donald5-11-7-0	ERR1729497	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1729497/ERR1729497.fastq.gz	1
2554	CosteaPI_2017	donald5-11-7-0	ERR1729496	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1729496/ERR1729496.fastq.gz	1
2555	CosteaPI_2017	donald5-11-7-0	ERR1729495	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1729495/ERR1729495.fastq.gz	1
2556	CosteaPI_2017	donald5-11-7-0	ERR1728376	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1728376/ERR1728376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1728376/ERR1728376_2.fastq.gz	2
2557	CosteaPI_2017	donald5-11-7-0	ERR1728375	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728375/ERR1728375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728375/ERR1728375_2.fastq.gz	2
2558	CosteaPI_2017	donald5-11-7-0	ERR1728374	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728374/ERR1728374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728374/ERR1728374_2.fastq.gz	2
2559	CosteaPI_2017	donald5-11-7-0	ERR1728373	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1728373/ERR1728373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1728373/ERR1728373_2.fastq.gz	2
2560	CosteaPI_2017	halbarad-11-0-0	ERR1728659	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1728659/ERR1728659.fastq.gz	1
2561	CosteaPI_2017	halbarad-11-0-0	ERR1728658	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1728658/ERR1728658.fastq.gz	1
2562	CosteaPI_2017	halbarad-11-0-0	ERR1728657	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1728657/ERR1728657.fastq.gz	1
2563	CosteaPI_2017	halbarad-11-0-0	ERR1728656	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1728656/ERR1728656.fastq.gz	1
2564	CosteaPI_2017	halbarad-11-2-0	ERR1729167	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1729167/ERR1729167.fastq.gz	1
2565	CosteaPI_2017	halbarad-11-2-0	ERR1729166	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1729166/ERR1729166.fastq.gz	1
2566	CosteaPI_2017	halbarad-11-2-0	ERR1728045	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728045/ERR1728045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728045/ERR1728045_2.fastq.gz	2
2567	CosteaPI_2017	halbarad-11-2-0	ERR1728044	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728044/ERR1728044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728044/ERR1728044_2.fastq.gz	2
2568	CosteaPI_2017	halbarad-11-392-0	ERR1728540	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1728540/ERR1728540.fastq.gz	1
2569	CosteaPI_2017	halbarad-11-392-0	ERR1728539	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1728539/ERR1728539.fastq.gz	1
2570	CosteaPI_2017	halbarad-11-392-0	ERR1728538	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1728538/ERR1728538.fastq.gz	1
2571	CosteaPI_2017	halbarad-11-392-0	ERR1728537	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1728537/ERR1728537.fastq.gz	1
2572	CosteaPI_2017	halbarad-11-60-0	ERR1729231	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1729231/ERR1729231.fastq.gz	1
2573	CosteaPI_2017	halbarad-11-60-0	ERR1729230	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1729230/ERR1729230.fastq.gz	1
2574	CosteaPI_2017	halbarad-11-60-0	ERR1729229	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1729229/ERR1729229.fastq.gz	1
2575	CosteaPI_2017	halbarad-11-60-0	ERR1728109	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1728109/ERR1728109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1728109/ERR1728109_2.fastq.gz	2
2576	CosteaPI_2017	halbarad-11-60-0	ERR1728108	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1728108/ERR1728108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1728108/ERR1728108_2.fastq.gz	2
2577	CosteaPI_2017	halbarad-11-60-0	ERR1728107	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1728107/ERR1728107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1728107/ERR1728107_2.fastq.gz	2
2578	CosteaPI_2017	halbarad-11-7-0	ERR1728707	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1728707/ERR1728707.fastq.gz	1
2579	CosteaPI_2017	halbarad-11-7-0	ERR1728706	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1728706/ERR1728706.fastq.gz	1
2580	CosteaPI_2017	halbarad-11-7-0	ERR1728705	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728705/ERR1728705.fastq.gz	1
2581	CosteaPI_2017	halbarad-11-7-0	ERR1728704	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728704/ERR1728704.fastq.gz	1
2582	CosteaPI_2017	halbarad-11-773-0	ERR1728647	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1728647/ERR1728647.fastq.gz	1
2583	CosteaPI_2017	halbarad-11-773-0	ERR1728646	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1728646/ERR1728646.fastq.gz	1
2584	CosteaPI_2017	halbarad-11-773-0	ERR1728645	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728645/ERR1728645.fastq.gz	1
2585	CosteaPI_2017	halbarad-11-773-0	ERR1728644	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728644/ERR1728644.fastq.gz	1
2586	CosteaPI_2017	mickey1-11-0-0	ERR1728592	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1728592/ERR1728592.fastq.gz	1
2587	CosteaPI_2017	mickey1-11-0-0	ERR1728591	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1728591/ERR1728591.fastq.gz	1
2588	CosteaPI_2017	mickey1-11-0-0	ERR1728590	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1728590/ERR1728590.fastq.gz	1
2589	CosteaPI_2017	mickey1-11-0-0	ERR1728589	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1728589/ERR1728589.fastq.gz	1
2590	CosteaPI_2017	mickey1-11-0-0	ERR1728588	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1728588/ERR1728588.fastq.gz	1
2591	CosteaPI_2017	mickey1-11-30-0	ERR1729030	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1729030/ERR1729030.fastq.gz	1
2592	CosteaPI_2017	mickey1-11-30-0	ERR1729029	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1729029/ERR1729029.fastq.gz	1
2593	CosteaPI_2017	mickey1-11-30-0	ERR1729028	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1729028/ERR1729028.fastq.gz	1
2594	CosteaPI_2017	mickey1-11-30-0	ERR1729027	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1729027/ERR1729027.fastq.gz	1
2595	CosteaPI_2017	mickey1-11-30-0	ERR1729026	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1729026/ERR1729026.fastq.gz	1
2596	CosteaPI_2017	mickey1-11-7-0	ERR1728571	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1728571/ERR1728571.fastq.gz	1
2597	CosteaPI_2017	mickey1-11-7-0	ERR1728570	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1728570/ERR1728570.fastq.gz	1
2598	CosteaPI_2017	mickey1-11-7-0	ERR1728569	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1728569/ERR1728569.fastq.gz	1
2599	CosteaPI_2017	mickey1-11-7-0	ERR1728568	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1728568/ERR1728568.fastq.gz	1
2600	CosteaPI_2017	mickey1-11-7-0	ERR1728567	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1728567/ERR1728567.fastq.gz	1
2601	CosteaPI_2017	mickey2-11-0-0	ERR1728743	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1728743/ERR1728743.fastq.gz	1
2602	CosteaPI_2017	mickey2-11-0-0	ERR1728742	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1728742/ERR1728742.fastq.gz	1
2603	CosteaPI_2017	mickey2-11-0-0	ERR1728741	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1728741/ERR1728741.fastq.gz	1
2604	CosteaPI_2017	mickey2-11-0-0	ERR1728740	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1728740/ERR1728740.fastq.gz	1
2605	CosteaPI_2017	mickey2-11-30-0	ERR1729284	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1729284/ERR1729284.fastq.gz	1
2606	CosteaPI_2017	mickey2-11-30-0	ERR1729283	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1729283/ERR1729283.fastq.gz	1
2607	CosteaPI_2017	mickey2-11-30-0	ERR1729282	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1729282/ERR1729282.fastq.gz	1
2608	CosteaPI_2017	mickey2-11-30-0	ERR1729281	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1729281/ERR1729281.fastq.gz	1
2609	CosteaPI_2017	mickey2-11-30-0	ERR1728162	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1728162/ERR1728162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1728162/ERR1728162_2.fastq.gz	2
2610	CosteaPI_2017	mickey2-11-30-0	ERR1728161	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1728161/ERR1728161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1728161/ERR1728161_2.fastq.gz	2
2611	CosteaPI_2017	mickey2-11-30-0	ERR1728160	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1728160/ERR1728160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1728160/ERR1728160_2.fastq.gz	2
2612	CosteaPI_2017	mickey2-11-30-0	ERR1728159	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1728159/ERR1728159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1728159/ERR1728159_2.fastq.gz	2
2613	CosteaPI_2017	mickey2-11-7-0	ERR1728655	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728655/ERR1728655.fastq.gz	1
2614	CosteaPI_2017	mickey2-11-7-0	ERR1728654	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728654/ERR1728654.fastq.gz	1
2615	CosteaPI_2017	mickey2-11-7-0	ERR1728653	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1728653/ERR1728653.fastq.gz	1
2616	CosteaPI_2017	mickey2-11-7-0	ERR1728652	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1728652/ERR1728652.fastq.gz	1
2617	CosteaPI_2017	mickey3-11-0-0	ERR1728536	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1728536/ERR1728536.fastq.gz	1
2618	CosteaPI_2017	mickey3-11-0-0	ERR1728535	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/005/ERR1728535/ERR1728535.fastq.gz	1
2619	CosteaPI_2017	mickey3-11-0-0	ERR1728534	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1728534/ERR1728534.fastq.gz	1
2620	CosteaPI_2017	mickey3-11-0-0	ERR1728533	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1728533/ERR1728533.fastq.gz	1
