	study_name	sample_id	NCBI_accession	ftp_urls	url_counts
89	AsnicarF_2021	SAMEA7041198	ERR4330091	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330091/ERR4330091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330091/ERR4330091_2.fastq.gz	2
90	AsnicarF_2021	SAMEA7041199	ERR4330092	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330092/ERR4330092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330092/ERR4330092_2.fastq.gz	2
91	AsnicarF_2021	SAMEA7041200	ERR4330093	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330093/ERR4330093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330093/ERR4330093_2.fastq.gz	2
92	AsnicarF_2021	SAMEA7041201	ERR4330094	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330094/ERR4330094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330094/ERR4330094_2.fastq.gz	2
93	AsnicarF_2021	SAMEA7041202	ERR4330095	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330095/ERR4330095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330095/ERR4330095_2.fastq.gz	2
94	AsnicarF_2021	SAMEA7041203	ERR4330096	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330096/ERR4330096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330096/ERR4330096_2.fastq.gz	2
95	AsnicarF_2021	SAMEA7041204	ERR4330097	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330097/ERR4330097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330097/ERR4330097_2.fastq.gz	2
96	AsnicarF_2021	SAMEA7041205	ERR4330098	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330098/ERR4330098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330098/ERR4330098_2.fastq.gz	2
97	AsnicarF_2021	SAMEA7041206	ERR4330099	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330099/ERR4330099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330099/ERR4330099_2.fastq.gz	2
98	AsnicarF_2021	SAMEA7041207	ERR4330100	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330100/ERR4330100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330100/ERR4330100_2.fastq.gz	2
99	AsnicarF_2021	SAMEA7041208	ERR4330101	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330101/ERR4330101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330101/ERR4330101_2.fastq.gz	2
100	AsnicarF_2021	SAMEA7041209	ERR4330102	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330102/ERR4330102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330102/ERR4330102_2.fastq.gz	2
101	AsnicarF_2021	SAMEA7041210	ERR4330103	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330103/ERR4330103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330103/ERR4330103_2.fastq.gz	2
102	AsnicarF_2021	SAMEA7041211	ERR4330104	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330104/ERR4330104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330104/ERR4330104_2.fastq.gz	2
103	AsnicarF_2021	SAMEA7041212	ERR4330105	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330105/ERR4330105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330105/ERR4330105_2.fastq.gz	2
104	AsnicarF_2021	SAMEA7041213	ERR4330106	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330106/ERR4330106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330106/ERR4330106_2.fastq.gz	2
105	AsnicarF_2021	SAMEA7041214	ERR4330107	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330107/ERR4330107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330107/ERR4330107_2.fastq.gz	2
106	AsnicarF_2021	SAMEA7041215	ERR4330108	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330108/ERR4330108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330108/ERR4330108_2.fastq.gz	2
107	AsnicarF_2021	SAMEA7041216	ERR4330109	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330109/ERR4330109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330109/ERR4330109_2.fastq.gz	2
108	AsnicarF_2021	SAMEA7041217	ERR4330110	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330110/ERR4330110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330110/ERR4330110_2.fastq.gz	2
109	AsnicarF_2021	SAMEA7041218	ERR4330111	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330111/ERR4330111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330111/ERR4330111_2.fastq.gz	2
110	AsnicarF_2021	SAMEA7041219	ERR4330112	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330112/ERR4330112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330112/ERR4330112_2.fastq.gz	2
111	AsnicarF_2021	SAMEA7041220	ERR4330113	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330113/ERR4330113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330113/ERR4330113_2.fastq.gz	2
112	AsnicarF_2021	SAMEA7041221	ERR4330114	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330114/ERR4330114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330114/ERR4330114_2.fastq.gz	2
113	AsnicarF_2021	SAMEA7041222	ERR4330115	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330115/ERR4330115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4330115/ERR4330115_2.fastq.gz	2
114	AsnicarF_2021	SAMEA7041223	ERR4330116	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330116/ERR4330116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4330116/ERR4330116_2.fastq.gz	2
115	AsnicarF_2021	SAMEA7041224	ERR4330117	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330117/ERR4330117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4330117/ERR4330117_2.fastq.gz	2
116	AsnicarF_2021	SAMEA7041225	ERR4330118	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330118/ERR4330118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4330118/ERR4330118_2.fastq.gz	2
117	AsnicarF_2021	SAMEA7041226	ERR4330119	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330119/ERR4330119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4330119/ERR4330119_2.fastq.gz	2
118	AsnicarF_2021	SAMEA7041227	ERR4330120	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330120/ERR4330120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4330120/ERR4330120_2.fastq.gz	2
119	AsnicarF_2021	SAMEA7041228	ERR4330121	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330121/ERR4330121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4330121/ERR4330121_2.fastq.gz	2
120	AsnicarF_2021	SAMEA7041229	ERR4330122	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330122/ERR4330122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4330122/ERR4330122_2.fastq.gz	2
121	AsnicarF_2021	SAMEA7041230	ERR4330123	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330123/ERR4330123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4330123/ERR4330123_2.fastq.gz	2
122	AsnicarF_2021	SAMEA7041231	ERR4330124	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330124/ERR4330124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4330124/ERR4330124_2.fastq.gz	2
123	AsnicarF_2021	SAMEA7041232	ERR4333869	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4333869/ERR4333869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4333869/ERR4333869_2.fastq.gz	2
124	AsnicarF_2021	SAMEA7041233	ERR4333870	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4333870/ERR4333870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4333870/ERR4333870_2.fastq.gz	2
125	AsnicarF_2021	SAMEA7041234	ERR4333871	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4333871/ERR4333871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4333871/ERR4333871_2.fastq.gz	2
126	AsnicarF_2021	SAMEA7041235	ERR4333872	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4333872/ERR4333872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4333872/ERR4333872_2.fastq.gz	2
127	AsnicarF_2021	SAMEA7041236	ERR4333873	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4333873/ERR4333873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4333873/ERR4333873_2.fastq.gz	2
128	AsnicarF_2021	SAMEA7041237	ERR4333874	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4333874/ERR4333874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4333874/ERR4333874_2.fastq.gz	2
129	AsnicarF_2021	SAMEA7041238	ERR4333875	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4333875/ERR4333875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4333875/ERR4333875_2.fastq.gz	2
130	AsnicarF_2021	SAMEA7041239	ERR4333876	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4333876/ERR4333876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4333876/ERR4333876_2.fastq.gz	2
131	AsnicarF_2021	SAMEA7041240	ERR4333877	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4333877/ERR4333877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4333877/ERR4333877_2.fastq.gz	2
132	AsnicarF_2021	SAMEA7041241	ERR4333878	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4333878/ERR4333878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4333878/ERR4333878_2.fastq.gz	2
133	AsnicarF_2021	SAMEA7041242	ERR4333879	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4333879/ERR4333879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4333879/ERR4333879_2.fastq.gz	2
134	AsnicarF_2021	SAMEA7041243	ERR4333880	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4333880/ERR4333880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4333880/ERR4333880_2.fastq.gz	2
135	AsnicarF_2021	SAMEA7041244	ERR4333881	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4333881/ERR4333881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4333881/ERR4333881_2.fastq.gz	2
136	AsnicarF_2021	SAMEA7041245	ERR4333882	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4333882/ERR4333882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4333882/ERR4333882_2.fastq.gz	2
137	AsnicarF_2021	SAMEA7041246	ERR4333883	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4333883/ERR4333883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4333883/ERR4333883_2.fastq.gz	2
138	AsnicarF_2021	SAMEA7041247	ERR4333884	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4333884/ERR4333884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4333884/ERR4333884_2.fastq.gz	2
139	AsnicarF_2021	SAMEA7041248	ERR4333885	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4333885/ERR4333885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4333885/ERR4333885_2.fastq.gz	2
140	AsnicarF_2021	SAMEA7041249	ERR4333886	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4333886/ERR4333886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4333886/ERR4333886_2.fastq.gz	2
141	AsnicarF_2021	SAMEA7041250	ERR4333887	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4333887/ERR4333887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4333887/ERR4333887_2.fastq.gz	2
142	AsnicarF_2021	SAMEA7041251	ERR4333888	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4333888/ERR4333888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4333888/ERR4333888_2.fastq.gz	2
143	AsnicarF_2021	SAMEA7041252	ERR4333889	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4333889/ERR4333889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4333889/ERR4333889_2.fastq.gz	2
144	AsnicarF_2021	SAMEA7041253	ERR4333890	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4333890/ERR4333890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4333890/ERR4333890_2.fastq.gz	2
145	AsnicarF_2021	SAMEA7041254	ERR4333891	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4333891/ERR4333891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4333891/ERR4333891_2.fastq.gz	2
146	AsnicarF_2021	SAMEA7041255	ERR4333892	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4333892/ERR4333892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4333892/ERR4333892_2.fastq.gz	2
147	AsnicarF_2021	SAMEA7041256	ERR4333893	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4333893/ERR4333893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4333893/ERR4333893_2.fastq.gz	2
148	AsnicarF_2021	SAMEA7041257	ERR4333894	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4333894/ERR4333894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4333894/ERR4333894_2.fastq.gz	2
149	AsnicarF_2021	SAMEA7041258	ERR4333895	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4333895/ERR4333895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4333895/ERR4333895_2.fastq.gz	2
150	AsnicarF_2021	SAMEA7041259	ERR4333896	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4333896/ERR4333896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4333896/ERR4333896_2.fastq.gz	2
151	AsnicarF_2021	SAMEA7041260	ERR4333897	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4333897/ERR4333897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4333897/ERR4333897_2.fastq.gz	2
152	AsnicarF_2021	SAMEA7041261	ERR4333898	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4333898/ERR4333898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4333898/ERR4333898_2.fastq.gz	2
153	AsnicarF_2021	SAMEA7041262	ERR4333899	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4333899/ERR4333899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4333899/ERR4333899_2.fastq.gz	2
154	AsnicarF_2021	SAMEA7041263	ERR4333900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4333900/ERR4333900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4333900/ERR4333900_2.fastq.gz	2
155	AsnicarF_2021	SAMEA7041264	ERR4333901	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4333901/ERR4333901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4333901/ERR4333901_2.fastq.gz	2
156	AsnicarF_2021	SAMEA7041265	ERR4333902	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4333902/ERR4333902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4333902/ERR4333902_2.fastq.gz	2
157	AsnicarF_2021	SAMEA7041266	ERR4333903	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4333903/ERR4333903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4333903/ERR4333903_2.fastq.gz	2
158	AsnicarF_2021	SAMEA7041267	ERR4333904	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4333904/ERR4333904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4333904/ERR4333904_2.fastq.gz	2
159	AsnicarF_2021	SAMEA7041268	ERR4333905	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4333905/ERR4333905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4333905/ERR4333905_2.fastq.gz	2
160	AsnicarF_2021	SAMEA7041269	ERR4333906	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4333906/ERR4333906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4333906/ERR4333906_2.fastq.gz	2
161	AsnicarF_2021	SAMEA7041270	ERR4333907	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4333907/ERR4333907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4333907/ERR4333907_2.fastq.gz	2
162	AsnicarF_2021	SAMEA7041271	ERR4333908	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4333908/ERR4333908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4333908/ERR4333908_2.fastq.gz	2
163	AsnicarF_2021	SAMEA7041272	ERR4333909	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4333909/ERR4333909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4333909/ERR4333909_2.fastq.gz	2
164	AsnicarF_2021	SAMEA7041273	ERR4333910	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4333910/ERR4333910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4333910/ERR4333910_2.fastq.gz	2
165	AsnicarF_2021	SAMEA7041274	ERR4333911	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4333911/ERR4333911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4333911/ERR4333911_2.fastq.gz	2
166	AsnicarF_2021	SAMEA7041275	ERR4333912	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4333912/ERR4333912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4333912/ERR4333912_2.fastq.gz	2
167	AsnicarF_2021	SAMEA7041276	ERR4333913	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4333913/ERR4333913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4333913/ERR4333913_2.fastq.gz	2
168	AsnicarF_2021	SAMEA7041277	ERR4333914	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4333914/ERR4333914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4333914/ERR4333914_2.fastq.gz	2
169	AsnicarF_2021	SAMEA7041278	ERR4333915	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4333915/ERR4333915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4333915/ERR4333915_2.fastq.gz	2
170	AsnicarF_2021	SAMEA7041279	ERR4333916	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4333916/ERR4333916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4333916/ERR4333916_2.fastq.gz	2
171	AsnicarF_2021	SAMEA7041280	ERR4333917	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4333917/ERR4333917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4333917/ERR4333917_2.fastq.gz	2
172	AsnicarF_2021	SAMEA7045002	ERR4333918	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4333918/ERR4333918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4333918/ERR4333918_2.fastq.gz	2
173	AsnicarF_2021	SAMEA7045003	ERR4333919	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4333919/ERR4333919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4333919/ERR4333919_2.fastq.gz	2
174	AsnicarF_2021	SAMEA7045004	ERR4333920	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4333920/ERR4333920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4333920/ERR4333920_2.fastq.gz	2
175	AsnicarF_2021	SAMEA7045005	ERR4333921	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4333921/ERR4333921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4333921/ERR4333921_2.fastq.gz	2
176	AsnicarF_2021	SAMEA7045006	ERR4333922	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4333922/ERR4333922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4333922/ERR4333922_2.fastq.gz	2
177	AsnicarF_2021	SAMEA7045007	ERR4333923	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4333923/ERR4333923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4333923/ERR4333923_2.fastq.gz	2
178	AsnicarF_2021	SAMEA7045008	ERR4333924	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4333924/ERR4333924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/004/ERR4333924/ERR4333924_2.fastq.gz	2
179	AsnicarF_2021	SAMEA7045009	ERR4333925	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4333925/ERR4333925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/005/ERR4333925/ERR4333925_2.fastq.gz	2
180	AsnicarF_2021	SAMEA7045010	ERR4333926	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4333926/ERR4333926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/006/ERR4333926/ERR4333926_2.fastq.gz	2
181	AsnicarF_2021	SAMEA7045011	ERR4333927	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4333927/ERR4333927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/007/ERR4333927/ERR4333927_2.fastq.gz	2
182	AsnicarF_2021	SAMEA7045012	ERR4333928	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4333928/ERR4333928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/008/ERR4333928/ERR4333928_2.fastq.gz	2
183	AsnicarF_2021	SAMEA7045013	ERR4333929	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4333929/ERR4333929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/009/ERR4333929/ERR4333929_2.fastq.gz	2
184	AsnicarF_2021	SAMEA7045014	ERR4333930	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4333930/ERR4333930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/000/ERR4333930/ERR4333930_2.fastq.gz	2
185	AsnicarF_2021	SAMEA7045015	ERR4333931	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4333931/ERR4333931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/001/ERR4333931/ERR4333931_2.fastq.gz	2
186	AsnicarF_2021	SAMEA7045016	ERR4333932	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4333932/ERR4333932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/002/ERR4333932/ERR4333932_2.fastq.gz	2
187	AsnicarF_2021	SAMEA7045017	ERR4333933	ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4333933/ERR4333933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR433/003/ERR4333933/ERR4333933_2.fastq.gz	2
